name,address,price,comment
龍哥茶楼,'茶馆|华阳',人均,条评价
蓉和茶坊,'茶馆|华阳',人均,条评价
泊尔曼酒店茶楼,'茶馆|华阳',人均,条评价
喜玛茶楼,'茶馆|双流区其他',人均,'4'条评价
雅韵茗轩,'茶馆|天府新区',人均,'2'条评价
怡馨茶舍(德商华府天骄店),'茶馆|天府新区',人均,'9'条评价
田心园茶叶,'茶馆|东升镇',人均,'4'条评价
一品阁,'茶馆|华阳',人均,条评价
茗雅茶楼,'茶馆|航空港',人均,条评价
出水芙蓉茶楼,'茶馆|华阳',人均,'2'条评价
中和茶楼,'茶馆|中和',人均,条评价
路友茶楼,'茶馆|华阳',人均,条评价
奇悦茶楼,'茶馆|东升镇',人均,条评价
沁园春茶楼(王府街店),'茶馆|东升镇',人均,条评价
茶马古道(安公路三段店),'茶馆|华阳',人均,条评价
茶茗香人家,'茶馆|中和',人均,'6'条评价
鑫亿阳光休闲茶府,'茶馆|航空港',人均,'2'条评价
新港茶楼(公济桥路店),'茶馆|中和',人均,条评价
叁缘肆喜,'茶馆|东升镇',人均,条评价
红盖碗茶楼,'茶馆|东升镇',人均,条评价
茗锦茶府,'茶馆|东升镇',人均,条评价
四季春天茶楼,'茶馆|天府新区',人均,条评价
青年派茶府,'茶馆|中和',人均,条评价
缘茗园,'茶馆|航空港',人均,条评价
新怡茶府,'茶馆|双流区其他',人均,条评价
品雅阁茶府,'茶馆|航空港',人均,条评价
雅居茶楼,'茶馆|天府新区',人均,条评价
279茶府,'茶馆|华阳',人均,条评价
郑记锦诚茶府,'茶馆|城南优品道广场',人均,条评价
尚·饮,'茶馆|华阳',人均,条评价
亚朵酒店-茶楼,'茶馆|中和',人均,条评价
嘉园荷茶楼,'茶馆|华阳',人均,条评价
姐妹茶坊,'茶馆|天府新区',人均,'2'条评价
河边茶铺,'茶馆|中和',人均,条评价
开心茶楼(西航港大道中四段店),'茶馆|四川现代职业学院',人均,条评价
王胖子茶坊,'茶馆|东升镇',人均,条评价
凯晶茶府,'茶馆|益州国际广场',人均,条评价
顺风茶楼,'茶馆|航空港',人均,'2'条评价
浪淘沙茶楼,'茶馆|华阳',人均,条评价
聚贤茶庄,'茶馆|华阳',人均,'2'条评价
盛世茶楼,'茶馆|四川大学江安校区',人均,条评价
祥瑞茶楼,'茶馆|东升镇',人均,条评价
晴雪茶楼,'茶馆|东升镇',人均,条评价
堇荼小舍茶空间,'茶馆|华阳',人均,条评价
欣雅茶楼,'茶馆|蛟龙港/海滨城',人均,条评价
铜壶茶铺,'茶馆|东升镇',人均,条评价
鸿运大茶楼,'茶馆|双流区其他',人均,条评价
宜心园茶楼,'茶馆|东升镇',人均,条评价
水雲壹号茶府,'茶馆|华阳',人均,条评价
胜友茶楼,'茶馆|东升镇',人均,条评价
茗福缘茶楼,'茶馆|东升镇',人均,条评价
红豆杉茶楼(兴隆湖店),'茶馆|华阳',人均,条评价
南山茶楼,'茶馆|城南优品道广场',人均,条评价
芳圆茶茗,'茶馆|天府新区',人均,条评价
秦姐茶坊,'茶馆|华阳',人均,条评价
谷也茶室,'茶馆|蛟龙港/海滨城',人均,条评价
品轩茶楼,'茶馆|双流万达',人均,条评价
苏码头茶坊,'茶馆|华阳',人均,条评价
阳光休闲茶坊,'茶馆|航空港',人均,条评价
二姐茶坊,'茶馆|华阳',人均,条评价
龍橋茶樓,'茶馆|天府新区',人均,条评价
姐妹茶馆,'茶馆|双流区其他',人均,条评价
杠精茶楼,'茶馆|双流机场',人均,条评价
青山茶坊,'茶馆|双流区其他',人均,条评价
明珠花园茶府,'茶馆|东升镇',人均,条评价
聚缘茶府,'茶馆|华阳',人均,条评价
兄弟茶府,'茶馆|城南优品道广场',人均,条评价
紫运轩,'茶馆|华阳',人均,条评价
名雅茶府,'茶馆|双流万达',人均,条评价
小师妹花园茶楼,'茶馆|航空港',人均,条评价
千禧茶缘,'茶馆|航空港',人均,条评价
壹间茶坊,'茶馆|城南优品道广场',人均,条评价
星辰茶坊,'茶馆|航空港',人均,条评价
牛牛茶坊,'茶馆|华阳',人均,条评价
铭源茶楼,'茶馆|东升镇',人均,条评价
會归茶盧,'茶馆|航空港',人均,条评价
张二姐友谊茶坊,'茶馆|黄龙溪',人均,条评价
楠湖轩茶楼,'茶馆|东升镇',人均,条评价
迎宾茶坊,'茶馆|东升镇',人均,条评价
天天乐茶园,'茶馆|东升镇',人均,条评价
薇薇茶坊,'茶馆|华阳',人均,条评价
小茶窝,'茶馆|天府新区',人均,条评价
龙哥茶坊,'茶馆|中和',人均,条评价
川港国际酒店-茶府,'茶馆|双流机场',人均,条评价
怡乐苑,'茶馆|航空港',人均,条评价
龙湖茶坊(腾飞八路),'茶馆|四川现代职业学院',人均,条评价
聚缘茶府,'茶馆|四川大学江安校区',人均,条评价
尚品源茶楼(涧槽南街店),'茶馆|东升镇',人均,条评价
尚品茶楼,'茶馆|东升镇',人均,条评价
紫云轩茶馆,'茶馆|华阳',人均,条评价
金喜酒店茶楼,'茶馆|奥特莱斯',人均,'7'条评价
天府茶楼(藕塘新街店),'茶馆|华阳',人均,条评价
友谊茶坊,'茶馆|华阳',人均,条评价
老赵茶铺,'茶馆|华阳',人均,条评价
紫丁香茶楼(藕塘新街店),'茶馆|华阳',人均,条评价
东道茶馆,'茶馆|双流区其他',人均,'2'条评价
亲情缘茶楼,'茶馆|华阳',人均,条评价
老茶馆,'茶馆|中和',人均,条评价
水雲间(希望路店),'茶馆|双流机场',人均,条评价
品尚茶楼,'茶馆|双流机场',人均,条评价
荣华茶楼,'茶馆|双流区其他',人均,条评价
柑秸源露天茶房,'茶馆|东升镇',人均,条评价
众和茶铺,'茶馆|东升镇',人均,条评价
百姓茶馆(相君街店),'茶馆|黄龙溪',人均,条评价
沐茶,'茶馆|华阳',人均,'3'条评价
旺角商务公寓,'茶馆|双流机场',人均,条评价
飘香楼,'茶馆|黄龙溪',人均,条评价
怡丰168茶坊,'茶馆|中和',人均,条评价
茗香阁(清泰路一段店),'茶馆|东升镇',人均,条评价
阳光休闲茶楼,'茶馆|双流机场',人均,条评价
风驰茶府,'茶馆|华阳',人均,条评价
闲逸茶苑,'茶馆|双流机场',人均,条评价
四面八方茶庄,'茶馆|华阳',人均,条评价
百茶亭,'茶馆|天府新区',人均,'6'条评价
宏茗阁茶府(佳兆业店),'茶馆|东升镇',人均,条评价
春天茶楼,'茶馆|双流机场',人均,条评价
好运来茶苑,'茶馆|华阳',人均,条评价
陶然居茶坊,'茶馆|东升镇',人均,条评价
上嘉休闲茶坊,'茶馆|东升镇',人均,条评价
四川印象盖碗茶,'茶馆|双流区其他',人均,条评价
听雨,'茶馆|华阳',人均,条评价
婷姐茶坊,'茶馆|华阳',人均,条评价
清河茶铺,'茶馆|华阳',人均,条评价
九号茶楼,'茶馆|双流机场',人均,条评价
牧天露茶府,'茶馆|天府新区',人均,条评价
喜号茶舍,'茶馆|东升镇',人均,条评价
融记茗居茶坊,'茶馆|东升镇',人均,条评价
朋聚茶楼,'茶馆|华阳',人均,条评价
聚友茶坊,'茶馆|华阳',人均,条评价
众品茶楼,'茶馆|四川大学江安校区',人均,'2'条评价
新金国,'茶馆|东升镇',人均,条评价
雪域茶府,'茶馆|东升镇',人均,条评价
水之湄茶坊,'茶馆|华阳',人均,条评价
益嘉茶楼(远大·林语城3期东),'茶馆|城南优品道广场',人均,条评价
蓉城聚茶庄,'茶馆|东升镇',人均,条评价
星期天大茶楼,'茶馆|华阳',人均,条评价
茗香居茶楼,'茶馆|华阳',人均,条评价
鸿运茶楼,'茶馆|东升镇',人均,'2'条评价
港逸茶楼,'茶馆|四川现代职业学院',人均,条评价
土生茶楼,'茶馆|双流区其他',人均,条评价
地源茶坊,'茶馆|天府新区',人均,条评价
福星茶馆(新富街店),'茶馆|川师大菊园一条路',人均,条评价
吴记茶铺,'茶馆|双流区其他',人均,条评价
沁逸轩茶坊,'茶馆|东升镇',人均,条评价
花园茶馆,'茶馆|中和',人均,条评价
名苑茶庄,'茶馆|天府新区',人均,条评价
茗香阁,'茶馆|四川大学江安校区',人均,条评价
韵佳茶园,'茶馆|华阳',人均,条评价
江南茶语(文星大道店),'茶馆|双流机场',人均,条评价
尚鼎茶府,'茶馆|东升镇',人均,条评价
会友茶府,'茶馆|双流机场',人均,条评价
怡心茶坊(府滨北路店),'茶馆|中和',人均,条评价
水云湾茶坊,'茶馆|东升镇',人均,'4'条评价
望江茶坊(长冶路四段店),'茶馆|东升镇',人均,条评价
盛世茶府,'茶馆|天府新区',人均,条评价
水木茶府,'茶馆|华阳',人均,'3'条评价
兰草茶园,'茶馆|双流区其他',人均,条评价
空港茶府,'茶馆|航空港',人均,条评价
静和茶道,'茶馆|双流区其他',人均,条评价
佳和茶楼,'茶馆|华阳',人均,条评价
拐子茶坊,'茶馆|双流区其他',人均,条评价
锦轩阁茶楼,'茶馆|东升镇',人均,条评价
顺鑫茶楼,'茶馆|东升镇',人均,条评价
廊桥茶楼,'茶馆|天府新区',人均,条评价
盛贤茶府,'茶馆|东升镇',人均,条评价
伴茶人生茶楼,'茶馆|中和',人均,条评价
汇园茶楼,'茶馆|东升镇',人均,条评价
蓉和茶楼,'茶馆|川师大菊园一条路',人均,条评价
海盗鹰茶坊,'茶馆|华阳',人均,条评价
八方茶楼,'茶馆|华阳',人均,条评价
陶然居,'茶馆|双流区其他',人均,条评价
休闲茶楼,'茶馆|华阳',人均,条评价
张二哥茶楼,'茶馆|城南优品道广场',人均,条评价
鸿韵茶楼(月星路店),'茶馆|双流机场',人均,条评价
中一茶坊,'茶馆|华阳',人均,条评价
五虎将天科茶府,'茶馆|双流区其他',人均,条评价
無界茶楼,'茶馆|东升镇',人均,条评价
隔壁子茶坊,'茶馆|双流区其他',人均,条评价
锦溪·壹号茶馆,'茶馆|东升镇',人均,条评价
广益茶馆,'茶馆|华阳',人均,条评价
怡韵茶府,'茶馆|华阳',人均,条评价
顺旭茶铺,'茶馆|华阳',人均,条评价
白家堰茶楼,'茶馆|蛟龙港/海滨城',人均,条评价
小赵茶铺,'茶馆|航空港',人均,条评价
c四方茶坊,'茶馆|双流机场',人均,条评价
双流超女茶铺,'茶馆|东升镇',人均,条评价
嗨job,'茶馆|中和',人均,'3'条评价
和韵茶坊,'茶馆|东升镇',人均,条评价
茗溪坝坝茶,'茶馆|双流机场',人均,条评价
风云轩茶楼,'茶馆|东升镇',人均,条评价
茗福缘,'茶馆|东升镇',人均,条评价
王姐茶楼,'茶馆|东升镇',人均,条评价
众茗阁茶楼,'茶馆|蛟龙港/海滨城',人均,'5'条评价
茗香阁,'茶馆|航空港',人均,条评价
红雨茶坊,'茶馆|天府新区',人均,条评价
春溢茶楼,'茶馆|华阳',人均,条评价
趣茶茶艺馆,'茶馆|天府新区',人均,'5'条评价
益明茶坊,'茶馆|天府新区',人均,条评价
涤尘茶舍,'茶馆|华阳',人均,'2'条评价
佳友茶楼,'茶馆|东升镇',人均,条评价
尖山曹大娘茶馆,'茶馆|双流区其他',人均,条评价
盛瑞大茶楼,'茶馆|航空港',人均,条评价
庆运茶楼,'茶馆|双流区其他',人均,条评价
天天茶艺(府滨北路店),'茶馆|中和',人均,条评价
三缺一茶坊,'茶馆|中和',人均,条评价
杏园春茶坊,'茶馆|华阳',人均,条评价
鼎尚茶府,'茶馆|双流区其他',人均,条评价
同森茶坊,'茶馆|华阳',人均,条评价
亿家茶楼(航空港大成郡店),'茶馆|航空港',人均,'4'条评价
无名茶楼(长江东一街店),'茶馆|天府新区',人均,条评价
悦来银杏座,'茶馆|中和',人均,'3'条评价
四海茶府,'茶馆|益州国际广场',人均,条评价
宜城茶庄,'茶馆|双流区其他',人均,'3'条评价
蘭茗飘香,'茶馆|航空港',人均,条评价
瑞丰茶坊(政府街店),'茶馆|华阳',人均,条评价
明雅茶坊,'茶馆|双流区其他',人均,条评价
港湾茶楼,'茶馆|蛟龙港/海滨城',人均,条评价
正洋茶馆,'茶馆|华阳',人均,条评价
清和茶坊,'茶馆|华阳',人均,条评价
颐悦茶坊,'茶馆|华阳',人均,条评价
新阳茶坊,'茶馆|华阳',人均,条评价
周二哥茶馆,'茶馆|四川大学江安校区',人均,条评价
十里茶香,'茶馆|四川现代职业学院',人均,条评价
悦韵品香茶楼,'茶馆|华阳',人均,条评价
沁园壹品茶楼,'茶馆|东升镇',人均,条评价
聚友茶馆,'茶馆|华阳',人均,条评价
四季茶楼,'茶馆|双流区其他',人均,条评价
茗缘茶坊,'茶馆|航空港',人均,条评价
彭家大院坝坝茶,'茶馆|东升镇',人均,条评价
川府金茗,'茶馆|东升镇',人均,条评价
广都忆品,'茶馆|东升镇',人均,条评价
聚铭阁茶楼,'茶馆|东升镇',人均,条评价
锦茗轩茶坊,'茶馆|四川大学江安校区',人均,条评价
锦熹,'茶馆|华阳',人均,'2'条评价
茶语茶香,'茶馆|东升镇',人均,条评价
水云涧茶楼,'茶馆|华阳',人均,条评价
八萬茶楼,'茶馆|航空港',人均,条评价
半夜鸡叫茶坊,'茶馆|东升镇',人均,条评价
川东王茶楼,'茶馆|中和',人均,条评价
鑫悦茶坊,'茶馆|航空港',人均,条评价
四方茶园,'茶馆|双流区其他',人均,条评价
锦绣缘茶楼,'茶馆|东升镇',人均,'3'条评价
58号茶坊,'茶馆|四川大学江安校区',人均,条评价
强哥茶坊,'茶馆|东升镇',人均,条评价
鸿运茶府,'茶馆|双流区其他',人均,条评价
至善生活馆,'茶馆|天府新区',人均,'6'条评价
1818茶社,'茶馆|航空港',人均,'2'条评价
聚源茶坊,'茶馆|天府新区',人均,条评价
史大姐茶坊,'茶馆|益州国际广场',人均,条评价
聚缘茶府(中和大道三段),'茶馆|中和',人均,条评价
天茗阁,'茶馆|中和',人均,条评价
紫兰轩茶庄,'茶馆|华阳',人均,条评价
青青茶楼(青云寺村),'茶馆|华阳',人均,条评价
御茗源茶府,'茶馆|双流万达',人均,'2'条评价
海棠壹号茶吧,'茶馆|东升镇',人均,'2'条评价
